hidden_dims,dropout,lr,weight_decay,val_f1_micro,val_loss,epochs
"(256, 128)",0.5,0.001,0.0001,0.8498916583790758,0.46677340705129006,60
"(128, 64)",0.3,0.001,0.0001,0.8496192730738389,0.4600626561480751,47
"(256, 128)",0.3,0.001,0.0001,0.8495789747031979,0.45675943953276055,37
"(128, 64)",0.5,0.001,0.0001,0.8416109676269561,0.42408315474796143,47
