hidden_dims,dropout,lr,weight_decay,val_f1_micro,val_loss,epochs
"(128, 64)",0.3,0.001,0.0001,0.7800203873598369,0.6773486020874843,73
"(256, 128)",0.5,0.001,0.0001,0.7788955040032848,0.6853836949598991,89
"(256, 128)",0.3,0.001,0.0001,0.778622816032888,0.6750198168269659,52
"(128, 64)",0.5,0.001,0.0001,0.7774636510500808,0.5592600470545601,62
